title,cgross,studio,theaters2,theaters1,opening_gross,release_data
American Fable,0,IFC,0,0,0,2/17/17
American Flyers,1420355,WB,5,5,78345,8/16/85
American Folk,0,Good Deed,0,0,0,1/26/17
The American Friend,0,NYer,0,0,0,9/26/77
American Friends,23034,Castle,2,3,5334,4/9/93
American Gangster,130164645,Uni.,3054,3110,43565135,11/2/07
American Gigolo,22743674,Par.,570,0,3559930,2/1/80
American Graffiti,115000000,Uni.,0,0,0,8/1/73
American Grindhouse,5529,Lorb.,0,2,0,6/18/10
American Gun,24098,IFC,4,6,9355,3/22/06
American Hardcore,279665,SPC,1,19,18102,9/22/06
An American Haunting,16298046,Free,1675,1703,5783508,5/5/06
American Heart,384048,Trit,1,8,5549,5/7/93
American History X,6719864,NL,17,513,156076,10/30/98
American Honey,663246,A24,4,135,71203,9/30/16
American Hot Wax,7932571,Par.,0,0,0,3/17/78
American Hustle,150117807,Sony,6,2629,740455,12/13/13
An American in Paris,0,MGM,0,0,0,10/4/51
American Made,51342000,Uni.,3024,3098,16776390,9/29/17
American Made Movie,45175,Vari.,2,6,1613,8/30/13
American Madness,0,Col.,0,0,0,8/4/32
American Me,13086430,Uni.,830,830,3378100,3/13/92
American Meat,10650,LB,1,1,7659,4/12/13
American Movie,1165795,SPC,2,29,20260,11/5/99
American Mustang,48700,Vita.,1,3,7906,1/17/14
American Ninja,10499694,Can.,672,672,3234837,8/30/85
American Ninja 2,4000000,Can.,397,397,1039301,5/1/87
American Ninja 3: Blood Hunt,902152,Can.,140,140,222252,2/24/89
American Ninja 4: The Annihilation,358047,Can.,171,171,277462,3/8/91
American Outlaws,13342790,WB,2348,2348,4855475,8/17/01
American Pastoral,544098,LGF,50,70,149038,10/21/16
American Pie,102561004,Uni.,2508,2544,18709680,7/9/99
American Pie 2,145103595,Uni.,3063,3157,45117985,8/10/01
American Pimp,287724,7Art,5,9,28699,6/9/00
American Pop,0,Col.,0,0,0,2/13/81
The American President,60079496,Sony,1508,1508,10014558,11/17/95
American Promise,146702,RFG,2,8,18300,10/18/13
American Psycho,15070285,Lions,1236,1242,4961015,4/14/00
American Reunion,57011521,Uni.,3192,3203,21514080,4/6/12
An American Rhapsody,850255,ParC,7,54,40200,8/10/01
American Satan,237708,Sumerian,55,55,135378,10/13/17
American Sniper,350126372,WB,4,3885,633456,12/25/14
American Socialist: The Life & Times of Eugene Victor Debs,12609,FRun,1,3,2823,3/2/18
American Splendor,6010990,FL,6,272,159705,8/15/03
American Storytellers,24082,Indic.,1,1,2974,11/7/03
American Strays,1910,Una.,1,1,1183,9/13/96
The American Success Company,0,Col.,0,0,0,Mar-80
American Swing,30156,Magn.,1,2,10174,3/27/09
An American Tail,47483002,Uni.,1246,1249,5234446,11/21/86
An American Tail: Fievel Goes West,22166041,Uni.,1680,1698,3435625,11/22/91
American Teacher,33144,FRun,2,2,6036,9/30/11
American Teen,942441,ParV,5,109,45589,7/25/08
American Ultra,14440985,LGF,2778,2778,5454284,8/21/15
American Violet,554434,Gold.,61,61,243162,4/17/09
American Wedding,104565114,Uni.,3172,3175,33369440,8/1/03
An American Werewolf in London,30565292,Uni.,870,0,3786512,8/21/81
An American Werewolf in Paris,26570463,BV,1728,1731,7600878,12/25/97
American Zombie,3126,CLS,1,1,3126,3/28/08
American: The Bill Hicks Story,92234,Vari.,1,11,5872,4/8/11
Americanese,0,IFC,0,0,0,TBD
The Americanization of Emily,0,MGM,0,0,0,10/27/64
Americanizing Shelley,128024,RM,2,5,9434,4/26/07
Americathon,6171763,MGM,0,0,0,8/10/79
Americons,28782,AD,14,14,14404,1/23/15
AmeriGeddon,316554,Forewarned,30,30,125571,5/13/16
Amexicano,8655,Maya,1,1,2746,9/19/08
Amigo,184705,Vari.,10,10,37324,8/19/11
Amira & Sam,31849,Drft.,9,10,15535,1/30/15
Amistad,44229441,DW,322,1019,4573523,12/10/97
Amityville 3-D,6333135,Orion,1254,1254,2366472,11/18/83
The Amityville Horror,86432000,AIP,748,748,7843467,7/27/79
The Amityville Horror (2005),65233369,MGM,3323,3323,23507007,4/15/05
Amityville II: The Possession,12534817,Orion,1200,1200,4104277,9/24/82
Amityville: The Awakening,742,W/Dim.,10,10,742,10/28/17
Amnesia,8700,FM,1,2,1202,7/21/17
Among Giants,65748,FoxS,2,9,13276,3/26/99
Among the Believers,4189,FRun,1,1,1900,9/30/16
Amongst Friends,265000,FL,0,0,0,7/23/93
Amores Perros,5408467,Lions,2,187,61047,3/30/01
Amos & Andrew,9745803,Col.,1233,1233,3617317,3/5/93
Amos Kolleck's Bad Girls,14320,Castle,0,0,0,1/28/94
Amour,6739492,SPC,3,333,68266,12/19/12
Amour Fou,13702,FM,3,3,4385,3/18/15
Amreeka,627436,NGE,4,40,58823,9/4/09
Amsterdamned,98003,Vest,5,5,14819,11/23/88
Amu,51251,Emr.,2,6,8480,5/25/07
Amusement,0,PicH,0,0,0,0
Amy,8413144,A24,6,435,222500,7/3/15
Amy,0,BV,0,0,0,3/20/81
Amy's Orgasm,119664,Magic,1,8,9750,8/23/02
Anaconda,65885767,Sony,2456,2456,16620887,4/11/97
Anacondas: The Hunt for the Blood Orchid,32238923,SGem,2905,2905,12812287,8/27/04
Analyze That,32130627,WB,2635,2635,11034422,12/6/02
Analyze This,106885658,WB,2518,2537,18383507,3/5/99
Anamorph,6950,IFC,1,1,3120,4/18/08
The Anarchist Cookbook,14369,Inn.,2,2,6251,7/18/03
Anastasia,58406347,Fox,1,2511,120541,11/14/97
Anatahan (2017 re-release),8171,KL,0,1,0,2/3/17
Anatomy,9660,Sony,8,8,5725,9/8/00
Anatomy 2,623,Strand,1,1,383,8/13/04
Anatomy of a Murder,0,Col.,0,0,0,7/1/59
Anatomy of Hell,34506,Tar.,2,3,4255,9/24/04
Anchor Baby,15790,AGF,1,2,3510,7/8/11
Anchorman 2 (R-Rated Extended Cut),2184339,Par.,1317,1317,1358833,2/28/14
Anchorman 2: The Legend Continues,125168368,Par.,3507,3507,26232425,12/18/13
Anchorman: The Legend of Ron Burgundy,85288303,DW,3091,3104,28416365,7/9/04
Anchors Aweigh,0,MGM,0,0,0,7/14/45
And Everything is Going Fine,22080,IFC,1,2,7035,12/10/10
And God Created Woman,717376,Vest,385,385,393647,3/4/88
And God Spoke,58484,Art.,6,6,18886,9/23/94
And Now Ladies and Gentlemen,736872,ParC,6,48,49176,8/1/03
And So It Goes,15160801,CE,1762,1816,4642329,7/25/14
And Then Came Love,13944,FoxM,1,1,4719,6/1/07
And They're Off,5154,KBR,10,10,5154,10/28/11
And While We Were Here,7750,WGUSA,19,19,7750,9/13/13
The Anderson Tapes,0,Col.,0,0,0,6/17/71
Andre,16820893,Par.,1469,1469,4020760,8/19/94
Andre Gregory: Before and After Dinner,42892,CGld,1,3,7980,4/3/13
Andre Rieu's 2015 Maastricht Concert,0,0,0,0,0,TBD
Andre Rieu's 2016 Maastricht Concert,0,0,0,0,0,TBD
Andrei Rublev (re-release),88341,Jan.,2,4,12807,8/24/18
Andrei Tarkovsky Retrospective,177345,Kino,1,2,11537,9/13/02
Anesthesia,32163,IFC,1,7,6747,1/8/16
Angel,17488564,NW,330,499,2214824,1/13/84
Angel and the Badman,0,Rep.,0,0,0,2/15/47
An Angel at My Table,1054638,FL,2,20,12905,5/17/91
Angel Eyes,24174218,WB,2375,2407,9225575,5/18/01
Angel Face,0,RKO,0,0,0,12/11/52
Angel Heart,17185632,TriS,815,819,3688721,3/6/87
Angel Town,855810,Tau,55,55,300000,2/23/90
Angel-A,202647,SPC,7,18,29727,5/25/07
Angela's Ashes,13042112,Par.,6,614,54628,12/25/99
Angels & Demons,133375846,Sony,3527,3527,46204168,5/15/09
Angels and Insects,3414301,Gold.,0,0,0,1/26/96
Angels Crest,832,Magn.,1,1,407,12/30/11
Angels in the Dust,11606,CLS,1,4,5043,9/14/07
Angels in the Outfield (1951),0,MGM,0,0,0,10/17/51
Angels in the Outfield (1994),50236831,BV,1894,1921,8916463,7/15/94
The Angels' Share,346669,IFC,3,38,18837,4/12/13
Anger Management,135645823,SonR,3551,3656,42220847,4/11/03
Angie,9398308,BV,808,1169,2779640,3/4/94
The Angry Birds Movie,107509366,Sony,3932,3932,38155177,5/20/16
The Angry Birds Movie 2,0,Sony,0,0,0,9/6/19
Angus,4821759,NL,1154,1156,1915192,9/15/95
The Animal,57743062,SonR,2788,2788,19610520,6/1/01
Animal Behavior,41526,Mira.,24,24,20361,10/27/89
Animal Crackers,0,Par.,0,0,0,8/28/30
Animal Factory,43805,Silv.,1,3,5746,10/20/00
Animal House (1979 re-issue),21508877,Uni.,40,40,201747,9/21/79
Animal Kingdom,1044039,SPC,7,61,61968,8/13/10
Animals (2015),21821,Osci.,10,11,14471,5/15/15
The Animation Show,246520,TAS,0,6,0,2/18/05
The Animation Show,366344,TAS,4,10,18487,9/5/03
Anita,176979,Gold.,7,12,44114,3/21/14
Anita Ho,2250,Indic.,1,1,2250,2/27/15
Anjaana Anjaani,854757,Eros,91,91,517608,10/1/10
Anna,4288,VE,15,15,2541,6/6/14
Anna (1987),1236848,Vest,0,0,0,1987
Anna and the Apocalypse,0,Orion,0,0,0,11/30/18
Anna and the King,39263420,Fox,2132,2132,5223416,12/17/99
Anna Christie,0,MGM,0,0,0,2/21/30
Anna Karenina,12816367,Focus,16,422,320690,11/16/12
Anna Karenina (1935),0,MGM,0,0,0,8/30/35
Anna Karenina (1948),0,Fox,0,0,0,4/27/48
Anna Karenina (1997),858553,WB,5,34,75268,4/4/97
Annabelle,84273813,WB (NL),3185,3215,37134255,10/3/14
Annabelle: Creation,102092201,WB (NL),3502,3565,35006404,8/11/17
Annapolis,17127992,BV,1605,1607,7681171,1/27/06
Annapolis Salute,0,RKO,0,0,0,9/10/37
Anne Boleyn,0,FPLC,0,0,0,4/17/21
Anne Frank Remembered,1310200,SPC,4,31,26697,2/23/96
Anne of Green Gables,0,RKO,0,0,0,11/23/34
Anne of the Thousand Days,0,Uni.,0,0,0,12/18/69
Annie,57059003,Col.,14,1102,510632,5/21/82
Annie (2014),85911262,Sony,3116,3197,15861939,12/19/14
Annie Brocoli dans les fonds marin,374360,TVA,55,55,48174,12/19/03
Annie Hall,38251425,UA,0,0,0,4/20/77
Annihilation,32732301,Par.,2012,2112,11071584,2/23/18
The Anniversary Party,4047329,FL,11,120,158533,6/8/01
Anohana The Movie: The Flower We Saw That Day,109630,Elev.,17,41,37480,1/18/14
Anomalisa,3759286,Par.,4,573,135222,12/30/15
Anonymous,4463292,Sony,265,513,1021768,10/28/11
Anonymous (2016),11239,AD,13,13,6716,12/2/16
The Anonymous People,284147,AM,0,13,0,8/16/13
Another 48 HRS.,80818974,Par.,2721,2721,19475559,6/8/90
Another Country,0,OrionC,0,0,0,6/29/84
Another Day in Paradise,1036818,Trim.,3,65,14900,12/30/98
Another Earth,1321194,FoxS,4,94,77740,7/22/11
Another Gay Movie,654132,TLA,2,20,33316,7/28/06
Another Gay Sequel: Gays Gone Wild,104828,TLA,3,7,21086,8/29/08
Another Happy Day,8464,P4,2,2,8464,11/18/11
Another Kind of Wedding,0,VE,0,0,0,5/11/18
Another Stakeout,20208496,BV,1185,1477,5418316,7/23/93
Another Thin Man,0,MGM,0,0,0,11/17/39
"Another Time, Another Place",0,Par.,0,0,0,5/2/58
Another WolfCop,7285,PDF,6,6,5890,12/1/17
Another Woman,1562749,Orion,4,24,75196,10/14/88
Another Year,3205706,SPC,6,236,111869,12/29/10
Another You,2865916,TriS,1287,1287,1537965,7/26/91
The Answer Man,26676,Magn.,6,6,12998,7/24/09
Answers to Nothing,22029,RAtt.,21,21,14262,12/2/11
The Ant Bully,28142535,WB,3050,3050,8432465,7/28/06
Ant-Man,180202163,BV,3856,3868,57225526,7/17/15
Ant-Man and the Wasp,216236826,BV,4206,4206,75812205,7/6/18
Antarctic Edge,7193,FRun,1,1,3131,4/17/15
Antarctica,21679,Reg.,1,2,798,8/29/08
Antarctica: A Year on Ice,288757,MBox,8,30,32238,11/28/14
Antarctica: Ice & Sky,14475,MBox,0,5,0,1/20/17
Antboy,0,Cdgm.,0,0,0,4/16/14
Anthony Kaun Hai,55418,AdL.,18,18,55418,8/4/06
Anthropoid,2964845,BST,452,452,1233519,8/12/16
The Anthropologist,0,Argo.,0,0,0,11/11/16
Antichrist,404122,IFC,6,19,71397,10/23/09
Antiporno,0,MUBI,0,0,0,11/24/17
Antitrust,11328094,MGM,2433,2433,5486209,1/12/01
Antoine and Antoinette (2013 re-issue),9704,Rialto,1,1,4147,9/25/13
Antonia,3550,ReelD,2,2,3550,9/21/07
Antonia and Jane,1002078,Mira.,1,23,7471,10/11/91
Antonia's Line,4228275,First,7,73,45051,2/2/96
Antonio Lopez 1970: Sex Fashion & Disco,26436,FM,1,3,7167,9/14/18
Antwone Fisher,21078145,FoxS,15,1021,210013,12/19/02
Antz,90757863,DW,2449,2929,17195160,10/2/98
Anubis,0,Fox,0,0,0,TBD
Anvil! The Story of Anvil,667911,Abr.,3,27,34651,4/10/09
Any Day Now,201395,MBox,16,19,40489,12/14/12
Any Given Sunday,75530832,WB,2505,2505,13584625,12/22/99
Any Which Way You Can,70687344,WB,1541,0,8024663,12/17/80
Anything,19037,Pala.,3,27,4110,5/11/18
Anything But Love,81451,IDP,16,16,24641,11/14/03
Anything Else,3212310,DW,1033,1033,1673125,9/19/03
Anything For Alice,1092,Rialto,1,1,738,12/17/14
Anywhere But Here,18670401,Fox,1672,1686,5607137,11/12/99
Apaharan,44133,Kria,17,17,25168,12/2/05
Apart (2012),3161,Truly,2,2,3161,3/9/12
Apartment 1303,0,Grav.,0,0,0,7/25/13
Apartment 143,383,Magn.,1,1,256,6/1/12
Apartment Zero,1267578,Skou,1,22,21823,9/15/89
Apocalypse Now,78784010,MGM,3,0,118558,8/15/79
Apocalypse Now (Re-issue),61211,MGM,6,6,15513,8/28/87
Apocalypse Now Redux,4626290,Mira.,2,105,96992,8/3/01
Apocalypsis,20052,Indic.,1,2,3945,3/2/18
Apocalypto,50866635,BV,2465,2465,15005604,12/8/06
Apollo 13,172071312,Uni.,2197,2347,25353380,6/30/95
Apollo 13: The IMAX Experience (IMAX),1766621,Imax,18,19,200645,9/20/02
Apollo 18,17687709,W/Dim.,3328,3330,8704271,9/2/11
The Apostle,19868354,Oct.,4,751,29396,12/19/97
Appaloosa,20211394,WB (NL),14,1290,248847,9/19/08
The Apparition,4936819,WB,810,810,2841488,8/24/12
The Apparition (2018),23257,MBox,7,7,9830,9/7/18
Apparition Hill,170457,LFlower,1,26,4152,8/5/16
The Apple,15207,NYer,4,4,15207,2/19/99
The Apple Dumpling Gang,36853000,Dis.,0,0,0,7/4/75
The Apple Dumpling Gang Rides Again,20931111,Dis.,0,0,0,6/27/79
Appleseed,129135,Gen.,31,31,66869,1/14/05
Appointment with Death,960040,Can.,465,465,603650,4/15/88
Apprentice,2578,FM,0,3,0,3/3/17
Approaching Midnight,2795,Mont.,6,6,1119,8/30/13
Approaching the Unknown,10232,INDEP,11,11,6476,6/3/16
Appropriate Behavior,46912,Grav.,11,11,19114,1/16/15
Approved for Adoption,4015,GK,1,1,4015,11/8/13
Apres Vous,830292,ParC,3,42,25504,6/3/05
April and the Extraordinary World,295488,GK,1,35,11413,3/25/16
April Fool's Day,12947763,Par.,1202,1202,3373779,3/28/86
April Showers,16880,Cdgm.,18,18,8040,4/24/09
April's Shower,16377,Reg.,5,5,11566,1/13/06
Apt Pupil,8863193,Sony,1448,1448,3583151,10/23/98
The Apu Trilogy,402723,Jan.,1,10,16064,5/8/15
Aqua Teen Hunger Force Colon Movie Film for Theaters,5520368,First,877,877,3005175,4/13/07
Aquaman,0,WB,0,0,0,12/21/18
Aquamarine,18597342,Fox,2512,2538,7482669,3/3/06
Aquarius,285930,Vita.,3,31,29129,10/14/16
Arabia,0,MFF,0,0,0,2/12/10
Arabian Knight,669276,Mira.,510,510,319723,8/25/95
Arabian Nights,0,Uni.,0,0,0,12/25/42
Arabian Nights: Volume 1 - The Restless One,12260,KL,0,3,0,12/4/15
Arabian Nights: Volume 2 - The Desolate One,6398,KL,0,3,0,12/11/15
Arabian Nights: Volume 3 - The Enchanted One,4502,KL,0,3,0,12/18/15
Araby,37767,Ghop,1,7,8668,6/22/18
Arachnophobia,53208180,BV,1479,2005,8045760,7/20/90
Ararat,1555959,Mira.,6,42,211130,11/15/02
Arbitrage,7919574,RAtt.,197,256,2002165,9/14/12
The Arbor,21620,Strand,1,3,2638,4/27/11
Archie's Final Project,17282,Rocket,1,1,3657,9/23/11
Archipelago,7791,KL,0,1,0,6/27/14
The Architect,13737,Magn.,1,8,2032,12/1/06
Architects of Denial,65424,Da.,11,11,58472,10/6/17
Arctic Tale,833532,ParV,4,227,22607,7/25/07
The Ardennes,5638,FM,1,6,840,1/6/17
Ardor,18565,Part.,17,17,13726,7/17/15
Are We Done Yet?,49662533,SonR,2877,2944,14262724,4/4/07
Are We Not Cats,5518,Cleopatra,2,2,3983,2/23/18
Are We There Yet?,82674398,SonR,2709,2810,18575214,1/21/05
Are You Afraid of the Dark?,0,Par.,0,0,0,10/11/19
Are You Here,0,MNE,0,0,0,8/22/14
Area 51,7556,PARAIN,16,16,7556,5/15/15
Argentina,14869,FRun,1,3,2274,6/17/16
Argento's Dracula 3D,8139,IFC,6,6,3085,10/4/13
Argo,136025503,WB,3232,3247,19458109,10/12/12
Aria,1028679,Mira.,1,34,7580,3/18/88
Arise from Darkness,6112,Indic.,0,1,0,1/6/17
Aristide and Endless Revolution,6998,FRun,1,1,2552,11/24/05
The Aristocats (Re-issue) (1980),18000000,BV,0,0,0,12/19/80
The Aristocats (Re-issue) (1987),17452658,BV,1480,1491,3168071,4/10/87
The Aristocrats,6377461,Think,4,234,243796,7/29/05
Arizona Dream,112547,Kit,1,3,6887,6/7/95
Arjun: The Warrior Prince,10017,UTV,10,10,5527,5/25/12
The Ark of Mr. Chow,54075,CL,12,12,22583,6/19/15
Arlington Road,24756177,Sony,1631,1631,7515145,7/9/99
Armaan: The Desire,301010,Eros,50,50,225684,5/16/03
Armadillo,14566,Lorb.,1,1,3958,4/15/11
Armageddon,201578182,BV,3127,3184,36089972,7/1/98
Armed,3948,GVN,10,10,2227,9/14/18
Armed and Dangerous,15945534,Col.,1552,1557,4348276,8/15/86
The Armor of Light,12267,FFS,0,26,0,10/30/15
Armored,15988876,SGem,1915,1919,6511128,12/4/09
The Armstrong Lie,383294,SPC,5,77,28992,11/8/13
Army of Crime,37031,Lorb.,3,3,8102,8/20/10
Army of Darkness,11502976,Uni.,1387,1391,4424535,2/19/93
Army of Shadows (1969),741766,Rialto,1,8,12620,4/28/06
The Army of Shadows (2015 re-release),25450,Rialto,1,1,8112,8/26/15
Arnold's Park,23616,MovP,1,17,13112,7/20/07
Around a Small Mountain,33216,CGld,1,3,5326,7/9/10
Around June,12578,Indic.,2,2,0,2/24/12
Around the Bend,193637,WIP,4,51,17879,10/8/04
Around the World in 80 Days,42000000,UA,0,0,0,10/17/56
Around the World in 80 Days,24008137,BV,2801,2801,7576132,6/16/04
Arranged,23571,FM,1,2,5560,12/14/07
The Arrangement,0,WB,0,0,0,11/18/69
The Arrival,14063331,Orion,1693,1693,4806763,5/31/96
Arrival,100546139,Par.,2317,3115,24074047,11/11/16
Arsenic and Old Lace,0,WB,0,0,0,9/23/44
Art and Craft,235037,Osci.,2,20,20879,9/19/14
Art Bastard,19600,CAVU,2,2,19600,6/3/16
Art Is... The Permanent Revolution,4291,FRun,1,1,2718,3/2/12
The Art of Being Straight,12831,Reg.,1,2,3778,6/5/09
The Art of Flight 3D,0,RBMH,0,0,0,12/7/12
The Art of Getting By,1430241,FoxS,610,610,679160,6/17/11
Art of Submission,9004,PMP,1,1,8759,9/21/12
Art of the Steal,64065,RTWC,60,60,40003,3/14/14
The Art of the Steal,544890,IFC,3,34,39019,2/26/10
The Art of War,30208599,WB,2630,2630,10410993,8/25/00
Art School Confidential,3297137,SPC,12,762,135733,5/5/06
Artemis Fowl,0,BV,0,0,0,8/9/19
Artemisia,356749,Mira.,4,17,32941,5/8/98
Arthur,95461682,WB,701,701,2719534,7/17/81
Arthur & Lancelot,0,WB,0,0,0,TBD
Arthur (2011),33035397,WB,3276,3276,12222756,4/8/11
Arthur 2: On the Rocks,14681192,WB,1426,1426,5150962,7/8/88
Arthur and the Invisibles,15132763,MGM/W,1,2248,0,12/29/06
Arthur Christmas,46462469,Sony,3376,3376,12068931,11/23/11
Arthur Newman,207853,Cdgm.,248,248,112788,4/26/13
Article 99,6375979,Orion,1262,1263,2461469,3/13/92
Artie Lange's Beer League,472185,Echo,164,164,302908,9/15/06
The Artist,44671682,Wein.,4,1756,204878,11/25/11
The Artist and the Model,127958,Cohen,2,11,16900,8/2/13
Artists and Models,0,Par.,0,0,0,11/7/55
The Aryan Couple,290211,Slow,18,18,18606,11/18/05
As Above/So Below,21321100,Uni.,2640,2650,8632820,8/29/14
As Cool As I Am,3234,IFC,1,1,0,6/7/13
As Good as Dead,1981,First,1,1,1494,10/8/10
As Good as It Gets,148478011,Sony,1572,1837,12606928,12/23/97
As I AM: The Life and Times of DJ AM,0,Abr.,0,0,0,5/27/16
As I Lay Dying,16697,MNE,1,2,7143,10/11/13
As I Open My Eyes,30989,KL,1,5,4189,9/8/16
As It Is In Heaven,10850,0,1,2,531,7/18/14
As It Is in Heaven (2008),10236,Vita.,1,1,2402,5/2/08
As Tears Go By,9436,Kino,1,1,4279,5/2/08
As You Like It,0,PicH,0,0,0,0
Asa Nu Maan Watan,235075,Wild,5,5,53140,5/14/04
Asambhav,19504,Eros,15,15,19504,7/23/04
Ash Wednesday,2942,Emp.,2,2,2942,10/11/02
Ashby,4631,TFA,15,15,4631,9/25/15
Ashes of Time Redux,174273,SPC,5,18,21372,10/10/08
Ask the Dust,743847,ParC,7,111,68779,3/10/06
Asoka,731277,First,66,66,337464,10/26/01
Aspen Extreme,8041049,BV,1455,1455,3342613,1/22/93
The Asphalt Jungle,0,MGM,0,0,0,5/23/50
The Assassin,632542,WGUSA,4,53,47892,10/16/15
The Assassin's Code,11218,Grav.,12,12,11218,5/11/18
Assassin's Creed,54647948,Fox,2970,2996,10278225,12/21/16
Assassination,6075793,Can.,1000,1000,2787449,1/9/87
Assassination (2015),1904682,WGUSA,33,33,287700,8/7/15
Assassination Nation,1933956,Neon,1403,1403,1050021,9/21/18
Assassination of a High School President,0,YFG,0,0,0,0
The Assassination of Jesse James by the Coward Robert Ford,3909149,WB,5,301,147812,9/21/07
The Assassination of Richard Nixon,708776,Think,5,59,37547,12/29/04
Assassination Tango,1013272,UA,7,45,64474,3/28/03
Assassins,30303072,WB,2343,2343,9378637,10/6/95
The Assault,512403,Can.,0,25,0,9/19/86
The Assault (2012),0,Scre.,1,1,0,4/6/12
Assault on Precinct 13,20040895,Rog.,2297,2297,6502724,1/19/05
Assaulted: Civil Rights Under Fire,6905,HTR,17,17,4570,6/20/13
The Assignment,332597,Sony,34,34,117608,9/26/97
Assisted Living,49048,Econ.,2,7,14146,2/2/05
The Associate,12844057,BV,1781,1781,4261304,10/25/96
Asterix et Obelix Contre Cesar,1644060,Lions,63,73,304245,6/4/99
Asterix et Obelix: Mission Cleopatra,3115188,Lions,0,0,0,6/7/02
Astro Boy,19551067,Sum.,3014,3020,6702923,10/23/09
The Astronaut Farmer,11003643,WB,2155,2155,4454319,2/23/07
The Astronaut's Wife,10672566,NL,2209,2209,4027003,8/27/99
Asura: The City of Madness,175702,CJ,2,28,21253,10/7/16
Asylum,375403,ParC,5,55,36272,8/12/05
At Any Price,380594,SPC,4,81,16095,4/24/13
At Berkeley,31736,Zipp.,2,6,5069,11/8/13
At Close Range,2347000,Orion,39,83,180286,4/18/86
At Eternity's Gate,0,CBS,0,0,0,11/16/18
At First Sight,22365133,MGM,1814,1838,8444321,1/15/99
At Long Last Love,1500000,Fox,0,0,0,3/6/75
At Middleton,53837,Anch.,20,20,33768,1/31/14
At Play in the Fields of the Lord,1345903,Uni.,11,25,118162,12/6/91
ATL,21170563,WB,1602,1602,11554404,3/31/06
Atlantic City,12729675,Par.,0,0,0,4/3/81
Atlantis: The Lost Empire,84056472,BV,2,3071,329011,6/8/01
Atlas Shrugged Part III: Who Is John Galt?,846704,ADC,242,242,461179,9/12/14
Atlas Shrugged: Part I,4627375,RM,299,465,1686347,4/15/11
Atlas Shrugged: Part II,3336053,ADC,1012,1012,1751572,10/12/12
ATM,3010,IFC,2,2,2034,4/6/12
Atomic Blonde,51687870,Focus,3304,3326,18286420,7/28/17
The Atomic Cafe (2018 re-release),20601,KL,1,5,4098,8/1/18
Atonement,50927067,Focus,32,1400,784145,12/7/07
The Attack,1720325,Cohen,3,55,27379,6/21/13
Attack Force Z,0,Road,0,0,0,Jun-82
Attack of the 50 Ft. Woman,0,AAP,0,0,0,5/19/58
Attack of the Clones: The IMAX Experience (IMAX),8485488,Fox,58,58,1435259,11/1/02
Attack on Titan Season 3,377334,FUN,0,173,0,7/10/18
Attack on Titan: Part 1,449523,FUN,0,290,0,9/30/15
Attack on Titan: Part 2,305934,FUN,230,230,12861,10/20/15
Attack the Block,1024175,SGem,8,66,139506,7/29/11
The Attacks of 26/11,248346,Eros,51,51,159619,3/1/13
Attenberg,24036,Strand,1,2,3998,3/9/12
The Attorney,557236,WGUSA,27,27,216035,2/7/14
